index,lng_bor,area,hor_overl,vrt_overl,clr_score,cluster_clr_score
ISIC_0015133,131547,7754850,482415,155402,3,2.525442
ISIC_0015136,468726,8376065,639714,510370,3,2.473719
ISIC_0015139,200445,3330267,63117,111124,3,2.477579
ISIC_0015140,890097,19216212,392176,456447,2,2.177747
ISIC_0015142,199737,15107496,880388,880115,2,2.454198
ISIC_0015144,107892,2926359,24859,73231,3,2.467598
ISIC_0015146,287871,7356202,124860,165186,3,2.443199
ISIC_0015149,36,11177732,1092255,645790,2,2.202645
ISIC_0015150,649419,9654305,539506,476448,3,2.487268
ISIC_0015152,161694,8711637,237479,234363,2,2.472149
ISIC_0015153,216450,20279605,854464,754102,3,2.517744
ISIC_0015155,287628,7525655,145839,97219,2,2.364615
ISIC_0015156,845064,7672626,810441,1065355,2,2.137103
ISIC_0015157,761277,9468460,392643,507004,2,2.231854
ISIC_0015158,105849,3183050,272539,286233,3,2.496502
ISIC_0015160,518988,10412395,276160,253691,2,2.451009
ISIC_0015161,394842,10837446,273816,194614,2,2.414513
ISIC_0015163,177885,10249403,337564,809573,2,2.482100
ISIC_0015166,219324,13720292,347342,605222,3,2.449429
ISIC_0015167,63,18718796,648926,1168079,3,2.503583
ISIC_0015168,308538,20376353,373867,315160,2,2.452468
ISIC_0015170,235350,9423581,320166,616230,2,2.367526
ISIC_0015171,45,24612448,748814,1141359,2,2.349644
ISIC_0015173,57,11914949,380992,1135079,2,2.405807
ISIC_0015174,333114,5768493,222503,196163,2,2.249963
ISIC_0015175,337662,5493060,152663,335766,2,2.240236
ISIC_0015176,190506,16064354,1251180,756261,2,2.427526
ISIC_0015179,485541,6852161,290975,344010,2,2.354077
ISIC_0015180,487410,5891771,351459,391309,2,2.236116
ISIC_0015181,105003,2797093,311346,151681,2,2.164375
ISIC_0015182,193935,8025685,112609,268835,3,2.513949
ISIC_0015184,248448,4447585,138512,248719,3,2.400469
ISIC_0015185,75,14287439,961258,888238,3,2.487025
ISIC_0015189,159030,7425523,187766,167126,2,2.377949
ISIC_0015190,272535,12567086,867801,1153885,2,2.197181
ISIC_0015193,470922,12077977,286015,418539,2,2.467671
ISIC_0015200,326805,20614885,443744,563477,2,2.465398
ISIC_0015201,414669,7420398,195007,232209,2,2.210300
ISIC_0015202,106257,4371982,77949,124627,3,2.458914
ISIC_0015203,232062,21679351,660008,426577,2,2.462932
ISIC_0015204,267126,13968691,445654,279002,2,2.437978
ISIC_0015206,399609,4997372,365198,520551,2,2.419653
ISIC_0015207,147264,8939034,122438,137751,3,2.478867
ISIC_0015208,416910,10837661,244491,393142,2,2.336092
ISIC_0015211,197850,13928878,556538,512956,3,2.539137
ISIC_0015212,170976,2222658,70943,44661,3,2.314706
ISIC_0015215,385950,5258541,176021,139713,2,2.299053
ISIC_0015216,237828,24506140,763919,993702,2,2.460964
ISIC_0015217,266367,2592672,48396,62929,2,2.339532
ISIC_0015218,520254,8323273,146350,464885,3,2.491884
ISIC_0015219,201564,8013391,151253,87917,3,2.496181
ISIC_0015220,307986,21398822,800859,853425,2,2.394233
ISIC_0015223,109527,1618494,23386,31858,2,2.508658
ISIC_0015224,206877,19732889,1319851,1253039,2,2.448154
ISIC_0015226,79086,942047,21392,23031,3,2.418989
ISIC_0015229,202209,23641463,1682204,1695277,2,2.400030
ISIC_0015232,162201,10201389,155114,178138,3,2.499298
ISIC_0015233,139755,7276742,292693,262927,3,2.509444
ISIC_0015237,175179,14506265,507124,304133,2,2.226892
ISIC_0015241,302352,4505653,159323,176121,2,2.223732
ISIC_0015243,277338,19434024,504177,948691,2,2.423686
ISIC_0015244,733647,10158213,638412,313848,2,2.186896
ISIC_0015245,184044,13444597,225113,268868,2,2.069569
ISIC_0015250,322227,5398628,199683,425610,2,2.483443
ISIC_0015251,233277,217015,59918,59779,2,2.180761
ISIC_0015254,146466,8381000,189427,228161,2,2.464314
ISIC_0015255,231624,24268938,886519,858127,2,2.220276
ISIC_0015256,255135,24697507,579707,918600,2,2.220957
ISIC_0015258,243900,21567517,184693,432265,2,2.477860
ISIC_0015260,183354,5982806,204711,199355,2,2.418419
ISIC_0015264,202236,2000918,43371,64361,3,2.275894
ISIC_0015270,130143,6730765,283393,115469,3,2.488441
ISIC_0015273,106761,1316694,93627,80573,3,2.307695
ISIC_0015274,234342,24653098,957371,1008957,2,2.127914
ISIC_0015276,142731,1408190,72343,42452,3,2.436755
ISIC_0015279,126288,5817950,346181,342315,2,2.214785
ISIC_0015283,559194,11356295,408554,453267,2,2.242057
ISIC_0015284,180933,11470790,453439,863328,3,2.331239
ISIC_0015291,419127,5845135,108395,130855,3,2.478660
ISIC_0015293,392844,3416756,197105,183042,2,2.255546
ISIC_0015295,314652,21642355,221389,394495,2,2.189436
ISIC_0015298,228855,3505054,82737,60584,3,2.476495
ISIC_0015309,248259,4311530,90870,126102,2,2.365760
ISIC_0015310,759273,12148425,404224,496045,2,2.135462
ISIC_0015311,1956,13785231,823538,484526,2,2.424443
ISIC_0015312,475611,10824425,210856,190808,3,2.227472
ISIC_0015313,293940,18573345,392269,436011,2,2.281700
ISIC_0015330,430401,4815725,128122,114796,2,2.423984
ISIC_0015331,745392,8076156,713880,376576,2,2.456974
ISIC_0015347,449430,4121196,143234,233316,1,2.442353
ISIC_0015353,935235,3652575,1553646,970431,1,2.471710
ISIC_0015355,208449,2705242,132557,61146,3,2.492113
ISIC_0015357,80478,2639731,75924,69469,2,2.307378
ISIC_0015360,190494,9373319,537886,1100862,3,2.473647
ISIC_0015363,194235,16647416,600505,576888,2,2.289639
ISIC_0015364,807738,12515723,333714,437453,2,2.418425
ISIC_0015368,631407,17778929,576518,357808,2,2.125653
ISIC_0015369,86145,2905770,17520,19208,2,2.191633
ISIC_0015372,220086,20990629,1133218,889558,3,2.459804
ISIC_0015383,420591,4894578,193488,436919,3,2.332313
ISIC_0015386,499257,10203378,441767,453952,2,2.158251
ISIC_0015390,226137,20982160,404781,1538909,2,2.444551
ISIC_0015395,345816,7763855,71728,83551,2,2.160395
ISIC_0015401,188526,6770095,217589,275815,2,2.450055
ISIC_0015403,124830,5602065,106245,182421,2,2.438469
ISIC_0015404,194436,16358958,555378,311738,2,2.448060
ISIC_0015411,203430,3198897,65187,46050,3,2.392985
ISIC_0015412,168414,10695021,270715,273098,2,2.456353
ISIC_0015416,208107,16433794,675574,753695,2,2.477102
ISIC_0015417,145581,7182529,127004,324360,2,2.447292
ISIC_0015418,154869,8034529,130048,159797,3,2.547192
ISIC_0015419,205911,18550342,567651,444983,2,2.460731
ISIC_0015436,164229,9686350,104498,284381,2,2.491967
ISIC_0015440,85707,2601925,47128,71459,3,2.365041
ISIC_0015443,168849,9726269,186828,273807,2,2.131374
ISIC_0015445,276501,11844019,3899665,4493307,2,2.485135
ISIC_0015447,208986,22833164,1404544,1417651,2,2.320521
ISIC_0015455,166899,9914106,164416,359706,3,2.471438
ISIC_0015464,196617,13554243,385416,1276615,2,2.450518
ISIC_0015466,227076,18867137,486153,1470465,2,2.383069
ISIC_0015468,364983,2283292,156397,167044,2,2.236866
ISIC_0015476,125556,6279603,106520,143222,3,2.321843
ISIC_0015481,231624,2598050,198443,376989,2,2.276799
ISIC_0015482,645873,10180356,448846,581878,2,2.379657
ISIC_0015483,206337,8849718,165497,169245,2,2.475525
ISIC_0015485,391920,16707087,743711,579170,2,2.416846
ISIC_0015496,152295,8944828,111923,115129,3,2.288805
ISIC_0015510,214290,3083958,98284,88894,3,2.418238
ISIC_0015526,242916,3131237,70896,80920,3,2.404789
ISIC_0015537,181311,13574879,407586,522353,3,2.416673
ISIC_0015544,374508,6395538,199182,265788,2,2.378207
ISIC_0015559,122385,5968932,222734,340215,2,2.441019
ISIC_0015563,141801,1503441,30376,49583,3,2.511299
ISIC_0015566,162159,9258433,449994,153552,3,2.455016
ISIC_0015568,118713,5052164,141521,105744,2,2.453405
ISIC_0015582,278805,3796105,151311,97398,3,2.345551
ISIC_0015593,150927,8822541,114660,370453,2,2.267521
ISIC_0015603,223047,2046383,131605,94819,2,2.247302
ISIC_0015607,220893,14641011,2058673,1651258,2,2.138595
ISIC_0015614,349941,2646741,251418,155508,2,2.189597
ISIC_0015617,219789,17848802,242999,376365,2,2.171911
ISIC_0015625,505110,11841224,236637,231327,2,2.464078
ISIC_0015627,117315,3188794,130687,51187,2,2.071534
ISIC_0015631,395805,6893138,144613,151391,2,2.378129
ISIC_0015636,275907,18418343,188000,221941,2,2.402795
ISIC_0015638,402,6237532,353702,446583,2,2.197007
ISIC_0015641,269019,9414129,142663,164453,1,2.171774
ISIC_0015645,265224,4615970,262173,118884,2,2.265822
ISIC_0015936,39747,149898,3300,4663,1,2.170299
ISIC_0015937,22572,87152,1947,1794,2,2.291758
ISIC_0015938,75897,191545,13324,10334,2,2.369644
ISIC_0015939,28086,160319,7704,3688,2,2.130165
ISIC_0015940,15816,95307,3711,1691,2,2.270202
ISIC_0015941,26469,128602,1309,3346,2,2.289646
ISIC_0015942,19092,64752,1533,4256,2,2.222151
ISIC_0015943,24492,70251,2374,3591,2,2.359936
ISIC_0015944,50076,200852,9806,9035,1,2.403666
ISIC_0015945,37044,141294,8306,5153,2,2.275699
ISIC_0015946,34527,137487,7896,5046,2,2.296821
ISIC_0015947,33810,430927,7852,17536,1,2.132327
ISIC_0015948,33096,415131,5979,7790,2,2.454304
ISIC_0015949,18900,89592,1196,2021,2,2.200666
ISIC_0015950,38877,167489,7573,8385,2,2.278986
ISIC_0015951,10080,18405,235,429,2,2.318689
ISIC_0015952,36549,105395,6754,6154,1,2.198266
ISIC_0015953,39489,524997,33168,19096,2,2.121144
ISIC_0015954,38382,269785,5085,4051,2,2.207533
ISIC_0015955,65637,1570275,81155,100363,1,2.195082
ISIC_0015956,45600,701479,15528,15165,2,2.275890
ISIC_0015957,108636,1263949,25522,26473,2,2.363417
ISIC_0015958,30306,338784,13819,7979,0,2.032850
ISIC_0015959,97584,1014367,26725,28785,1,2.247671
ISIC_0015960,32355,409077,7542,18774,2,2.201671
ISIC_0015961,53691,342052,19391,13789,2,2.141761
ISIC_0015962,35568,127813,5846,4110,2,2.165719
ISIC_0015963,60705,338233,9947,24960,1,2.260594
ISIC_0015964,20394,173384,394,1850,3,2.289662
ISIC_0015965,36180,189456,11311,3841,2,2.217478
ISIC_0015966,46578,724790,11176,63598,1,2.442972
ISIC_0015967,57420,1327103,2857,15685,2,2.264952
ISIC_0015968,36936,490542,20870,7545,2,2.053915
ISIC_0015969,46944,911749,13650,8351,2,2.426771
ISIC_0015971,24516,105034,1297,1432,3,2.268512
ISIC_0015972,82872,751018,22522,22432,2,2.341103
ISIC_0015973,21756,187833,2456,2267,1,2.160143
ISIC_0015974,30213,149449,2473,2400,2,2.395960
ISIC_0015975,26919,279764,3651,2127,2,2.280594
ISIC_0015976,41502,208152,13474,9262,2,2.266971
ISIC_0015978,27816,323212,6079,3587,1,2.476882
ISIC_0015979,65139,320903,9196,12811,2,2.237031
ISIC_0015980,40008,281660,5766,2336,2,2.308459
ISIC_0015981,34053,227568,8087,4976,2,2.296914
ISIC_0015982,71310,413033,12233,10127,2,2.342907
ISIC_0015983,287262,2459872,172121,336619,1,2.394640
ISIC_0015984,53538,1029566,55207,17591,2,2.521048
ISIC_0015985,37662,216803,3463,8206,2,2.275048
ISIC_0015986,67032,239296,7083,11059,1,2.358630
ISIC_0015987,52908,176360,5426,5593,1,2.218722
ISIC_0015988,27432,289969,15836,4279,2,2.275247
ISIC_0015989,21114,165816,1593,2888,2,2.269430
ISIC_0015990,52209,464317,8821,10196,1,2.226033
ISIC_0015991,46992,199379,2377,3432,3,2.339581
ISIC_0015992,43758,304262,6015,8398,2,2.148452
ISIC_0015993,34071,182199,11343,3903,2,2.334388
ISIC_0015994,26937,153154,8697,3946,2,2.303727
ISIC_0015995,37845,500933,10911,7225,2,2.108884
ISIC_0015996,55977,257384,5535,6145,2,2.263377
ISIC_0015997,45645,361851,5250,8784,2,2.281592
ISIC_0015998,63225,279870,12946,6134,2,2.322603
ISIC_0015999,28557,92616,1995,3729,1,2.199084
ISIC_0016000,70887,326035,9086,13686,2,2.383118
ISIC_0016001,60162,1431182,27401,25022,1,2.302622
ISIC_0016002,39486,175238,3657,4071,1,2.454269
ISIC_0016003,53880,229730,10654,19805,2,2.278235
ISIC_0016004,136899,662973,53399,44116,2,2.259874
ISIC_0016005,56220,1274254,85340,18360,2,2.148736
ISIC_0016006,36792,530340,4830,6225,2,2.359503
ISIC_0016007,78996,601792,14871,22236,1,2.297422
ISIC_0016008,77361,1929330,101216,73391,1,2.165978
ISIC_0016009,41745,683825,13392,25517,2,2.129498
ISIC_0016011,39213,173359,16578,6686,2,2.337027
ISIC_0016012,93258,333304,11453,12858,2,2.201778
ISIC_0016013,34881,447660,3406,6925,2,2.207788
ISIC_0016014,55005,571773,31765,27171,2,2.259362
ISIC_0016015,46314,852428,13905,36592,2,2.210031
ISIC_0016016,65841,1915865,35270,50084,2,2.342204
ISIC_0016017,45198,266718,9146,9023,2,2.312820
ISIC_0016018,58020,333719,9843,6363,1,2.312406
ISIC_0016019,25671,266623,5753,10146,2,2.394926
ISIC_0016022,62985,427989,15664,17635,2,2.234026
ISIC_0016023,33618,409307,6685,8360,2,2.345210
ISIC_0016024,55254,945408,52901,42816,2,2.421964
ISIC_0016025,61566,1355715,51242,84846,2,2.312521
ISIC_0016026,30651,123090,6824,5633,1,2.210659
ISIC_0016027,33585,102489,4390,5661,2,2.093374
ISIC_0016028,45915,199427,4377,6675,2,2.337584
ISIC_0016029,57777,1302233,20611,26414,1,2.384564
ISIC_0016030,53271,1129209,11701,13131,1,2.222055
ISIC_0016031,65496,1479438,21693,20099,1,2.401837
ISIC_0016033,121038,907471,20099,25391,2,2.093692
ISIC_0016034,43620,199238,16551,7733,2,2.231220
ISIC_0016035,132267,6612796,226728,258778,1,2.381294
ISIC_0016036,97671,3525877,108530,147591,1,2.364423
ISIC_0016037,65874,1603663,19181,25194,1,2.391857
ISIC_0016038,25512,105411,2686,2500,2,2.360962
ISIC_0016040,100539,408477,21168,22587,2,2.281262
ISIC_0016041,27099,277625,1886,3397,2,2.354024
ISIC_0016042,77478,309403,22068,19091,1,2.135818
ISIC_0016043,31089,385981,6841,5338,2,2.432974
ISIC_0016044,43962,704788,16766,17453,2,2.443740
ISIC_0016045,40233,200887,4852,5309,2,2.275718
ISIC_0016046,48534,265649,7712,4600,2,2.334274
ISIC_0016048,33477,156388,1806,6027,2,2.089502
ISIC_0016049,101829,929173,31764,53547,2,2.149912
ISIC_0016050,36102,197574,6797,5455,2,2.187604
ISIC_0016051,47130,347042,3564,4551,2,2.291561
ISIC_0016052,74778,2225492,33605,94455,1,2.395195
ISIC_0016053,31380,102248,1267,1763,2,2.377802
ISIC_0016054,54600,1244375,11614,21769,2,2.393020
ISIC_0016055,87264,3352656,22158,26861,2,2.462483
ISIC_0016056,35790,145691,7843,6820,1,2.239126
ISIC_0016057,73941,535825,18806,33265,2,2.286395
ISIC_0016058,25881,246563,8998,7259,1,2.339337
ISIC_0016059,38139,217472,5278,8040,2,2.259086
ISIC_0016060,51789,287123,6587,8294,2,2.411096
ISIC_0016061,19467,151855,2190,1021,3,2.399584
ISIC_0016062,32172,382426,8776,6638,2,2.154399
ISIC_0016063,32178,176115,6256,6442,2,2.327639
ISIC_0016064,49113,215893,13010,14324,2,2.224688
ISIC_0016065,40791,134864,4304,4922,1,2.170127
ISIC_0016066,53154,1105779,11588,52860,2,2.074478
ISIC_0016068,68865,1564079,108022,89604,2,2.417789
ISIC_0016069,41976,270411,3030,3223,2,2.329723
ISIC_0016070,28110,301699,2178,5762,1,2.445033
ISIC_0016071,62655,380987,11048,28385,2,2.266941
ISIC_0016072,57000,1262838,58059,19609,2,2.227603
